character,dialogue,episode
MARGE,Those aren’t even words!,8F06   LISA'S PONY
HOMER,Sneh. Homer rolls over and turns the light off. Marge MURMURS.,8F06   LISA'S PONY
HOMER,"Excuse me, do you sell ponies?",8F06   LISA'S PONY
HOMER,"""Scot-tish deer-",8F06   LISA'S PONY
HOMER,"Thanks. Say, do you validate parking?",8F06   LISA'S PONY
HOMER,Okay.,8F06   LISA'S PONY
HOMER,"Heh, heh, heh. I/’11 take this.",8F06   LISA'S PONY
HOMER,It’s for my dog!,8F06   LISA'S PONY
MILLICENT,"Mr. Simpson, what sort of pony are you interested in?",8F06   LISA'S PONY
HOMER,"One that’s real quiet, and doesn’t eat or drink too much.",8F06   LISA'S PONY
MILLICENT,"Sir, what you have just described is a camel.",8F06   LISA'S PONY
HOMER,"Look, lady, I’m buying this pony for my little girl, and I don’t care what it costs.",8F06   LISA'S PONY
MILLICENT,Very good. That stunning creature over there is half a million dollars.,8F06   LISA'S PONY
HOMER,Half a million dollars?!,8F06   LISA'S PONY
MILLICENT,He was sired by Secretariat and his mother won the Kentucky Derby.,8F06   LISA'S PONY
HOMER,wow!,8F06   LISA'S PONY
MILLICENT,His likeness graces a stamp in,8F06   LISA'S PONY
HOMER,I‘1l take it!,8F06   LISA'S PONY
MILLICENT,"Mr. Simpson, do you have half a million dollars?",8F06   LISA'S PONY
HOMER,"Uh, sure... let me write you a check. Homer writes out a check and hands it to Millicent.",8F06   LISA'S PONY
MILLICENT,"Mr. Simpson, this check is dated January 1, 2054.",8F06   LISA'S PONY
HOMER,Is there a problem with that? Millicent stuffs the check back in Homer’s pocket.,8F06   LISA'S PONY
MILLICENT,"Our ponies start at five thousand dollars. Cash. Homer starts to leave, then turns.",8F06   LISA'S PONY
HOMER,Isn’t there like a pound where you can pick up cheap ponies that ran away from home?,8F06   LISA'S PONY
MILLICENT,I sincerely hope not.,8F06   LISA'S PONY
DAY,Homer walks down a corridor of the plant. He enters a door,8F06   LISA'S PONY
HOMER,I’d like to borrow five thousand dollars.,8F06   LISA'S PONY
CLERK,"Sorry, I can’t approve a loan that size myself.",8F06   LISA'S PONY
BURNS,Hel-lo.,8F06   LISA'S PONY
HOMER,"Mr. Burns, you do this personally?",8F06   LISA'S PONY
BURNS,"It’s a hobby. I’m not in this for any personal gain, heavens no. By the way, are you acquainted with our state’s stringent usury laws?",8F06   LISA'S PONY
BURNS,"Silly me, I must have just made up a word that doesn’t exist. Now, what is the purpose of this loan?",8F06   LISA'S PONY
HOMER,I want to buy a pony.,8F06   LISA'S PONY
BURNS,"Isn’t that cute? Smithers, he’s planning on joining the horsey set. That is it, isn’t it? You’re not planning to eat it?",8F06   LISA'S PONY
HOMER,No. I need to get it for my little girl because she doesn’t love me any more.,8F06   LISA'S PONY
SMITHERS,"Shut up, Simpson.",8F06   LISA'S PONY
HOMER,Sorry.,8F06   LISA'S PONY
SMITHERS,Do you have any collateral?,8F06   LISA'S PONY
BURNS,"Smithers, let’s not be so cold. His spirit is my collateral. (SLIDING FORM",8F06   LISA'S PONY
BURNS,"Sorry, I was just, uh, thinking of something funny Smithers did today.",8F06   LISA'S PONY
SMITHERS,"I didn’t do anything funny, sir.",8F06   LISA'S PONY
BURNS,Shut up. Homer finishes signing the form.,8F06   LISA'S PONY
MILLICENT,"Mr. Simpson, are you quite sure you know how to take care of a pony?",8F06   LISA'S PONY
HOMER,Of course.,8F06   LISA'S PONY
WIDEN,to see Homer is shoving the pony into the back seat of his car.,8F06   LISA'S PONY
HOMER,"Simpson, you’ve done it again.",8F06   LISA'S PONY
PAN,to the backseat. The pony is MUNCHING the car’s upholstery.,8F06   LISA'S PONY
BURNS,"Sorry, I was just, uh, thinking of something funny Smithers did today.",8F06   LISA'S PONY
SMITHERS,"I didn’t do anything funny, sir.",8F06   LISA'S PONY
BURNS,Shut up. Homer finishes signing the form.,8F06   LISA'S PONY
MILLICENT,"Mr. Simpson, are you quite sure you know how to take care of a pony?",8F06   LISA'S PONY
HOMER,Of course.,8F06   LISA'S PONY
WIDEN,to see Homer is shoving the pony into the back seat of his car.,8F06   LISA'S PONY
HOMER,"Simpson, you’ve done it again.",8F06   LISA'S PONY
PAN,to the backseat. The pony is MUNCHING the car’s upholstery.,8F06   LISA'S PONY
LISA,"I love you, Dad! Homer smiles - she means it. Marge MURMURS. The horse",8F06   LISA'S PONY
MARGE,I am very upset with you.,8F06   LISA'S PONY
HOMER,Sounds like someone’s angling for a pony of her own. They enter the KITCHEN and Marge GASPS.,8F06   LISA'S PONY
KITCHEN,The kids are eating breakfast as the pony CLOMPS around the kitchen. Lisa strokes it and feeds it sugar from the sugar bowl.,8F06   LISA'S PONY
HOMER,Because she stopped loving me.,8F06   LISA'S PONY
BART,I don’t love you either. So give me a moped. Homer looks in Bart’s eyes.,8F06   LISA'S PONY
HOMER,I know you love me. So you don’t get squat. Hee hee hee. Lisa introduces the pony to the dog and cat.,8F06   LISA'S PONY
LISA,Snowball II... Santa’s Little Helper... this is Princess. Please don’t exclude her because she’s different.,8F06   LISA'S PONY
MARGE,"Homer, just where were you planning to keep this horse?",8F06   LISA'S PONY
HOMER,I’ve got it all figured out. By day it will roam free around the neighborhood. And at night it will nestle snugly between the cars in our garage.,8F06   LISA'S PONY
MARGE,That’s illegal.,8F06   LISA'S PONY
HOMER,"That’s for the courts to decide. Marge, she loves me.",8F06   LISA'S PONY
LISA,"Dad, I think Princess belongs in a stable.",8F06   LISA'S PONY
HOMER,Stable?  That sounds expensive.,8F06   LISA'S PONY
BILL,It is an itemized list totalling $530 for the coming month. Homer lowers the paper to REVEAL we are at the stables. Lisa rides around in the b.g.,8F06   LISA'S PONY
MILLICENT,"These are standard stable fees, Mr. Simpson. Plus, I’m teaching your daughter riding, grooming, and at no extra charge, pronunciation.",8F06   LISA'S PONY
LISA,"Father, you've made me the happiest girl who",8F06   LISA'S PONY
HOMER,oh nuts.,8F06   LISA'S PONY
GRANDPA,is playing a video game as Bart coaches him. ON,8F06   LISA'S PONY
SCREEN,"a spaceship is being ATTACKED by missiles, asteroids and the occasional Ninja.",8F06   LISA'S PONY
GRANDPA,What do I do? What do I do?,8F06   LISA'S PONY
BART,"Grampa, if you wanna go right,",8F06   LISA'S PONY
GRANDPA,Yes...,8F06   LISA'S PONY
BART,«.. Move your joystick to the left.,8F06   LISA'S PONY
GRANDPA,"Yes, move the... what’s a joystick? You didn’t tell me...",8F06   LISA'S PONY
BART,"Uh-oh, here comes a Xylon cruiser. Whoa, whoa, whoa! Go into hyperspace! Ready, hit it!",8F06   LISA'S PONY
GRANDPA,Wait. Where’s the Hyperspace?,8F06   LISA'S PONY
BART,"Grampa, you’re the spaceship, not",8F06   LISA'S PONY
GRANDPA,I’m the what? I thought I was this guy. Ohhh.,8F06   LISA'S PONY
BART,"Game’s over, Grampa.",8F06   LISA'S PONY
GRANDPA,I got down on the floor for this?,8F06   LISA'S PONY
LISA,"Wait, Dad, I’ve got something for you.",8F06   LISA'S PONY
HOMER,I was hoping it’d be money.,8F06   LISA'S PONY
MARGE,"Hmm, oh dear, we’re in serious trouble here. We’re just going to",8F06   LISA'S PONY
HOMER,"Well you know, we’re always buying Maggie vaccinations for diseases she doesn’t even have.",8F06   LISA'S PONY
MARGE,"Actually, I was thinking we could cut down on your beer.",8F06   LISA'S PONY
HOMER,"Nah, we’re not gonna be doing that.",8F06   LISA'S PONY
MARGE,"Well, then mayby you should consider giving the pony back.",8F06   LISA'S PONY
HOMER,"First you didn’t want me to get the pony. Now, you want me to take it back. Make up your mind.",8F06   LISA'S PONY
MARGE,"Alright, then. I guess you’re just going to have to come up with more money.",8F06   LISA'S PONY
HOMER,Fine. I will. There’s plenty of money out there for a guy who knows how to make it.  Do you have any jewelry you don’t need any more?,8F06   LISA'S PONY
LISA,You’re so beautiful.,8F06   LISA'S PONY
ANGLE,"Lisa is filthy from the effort, her face covered with dirt.",8F06   LISA'S PONY
LISA,"Oh look. You haven’t touched your salt lick. Num num, good salt lick.",8F06   LISA'S PONY
HOMER,"One Scratch-for-Cash, please.",8F06   LISA'S PONY
APU,hands him a lottery ticket. Homer SCRATCHES at it.,8F06   LISA'S PONY
APU,Here you go.,8F06   LISA'S PONY
HOMER,"Liberty Bell...  Two Liberty Bells... come on, come on, come on... Yes! Whoo-hoo! Three Liberty Bells! That/’1l be one thousand dollars, Apu.",8F06   LISA'S PONY
APU,"Oh congratulations, Mr. Homer!",8F06   LISA'S PONY
APU,"Dah, please to be removing your thumb.",8F06   LISA'S PONY
HOMER,No.,8F06   LISA'S PONY
APU,"Yes. Please, I must insist...",8F06   LISA'S PONY
HOMER,No! No!,8F06   LISA'S PONY
APU,I’ve got to look at the ticket,8F06   LISA'S PONY
HOMER,No! You can’t see... come on!,8F06   LISA'S PONY
APU,"Yes, I must...",8F06   LISA'S PONY
HOMER,No!,8F06   LISA'S PONY
APU,"A cherry! Oh, Mr. Homer, what has reduced you to such cheap chicanery?",8F06   LISA'S PONY
HOMER,"Ohh... I need money. Homer looks down sadly, then sees a ""HELP WANTED"" sign.",8F06   LISA'S PONY
HOMER,You’re looking for help?,8F06   LISA'S PONY
APU,"Yes. We need someone for the demanding, yet high-profile midnight",8F06   LISA'S PONY
HOMER,I’m your man!,8F06   LISA'S PONY
APU,You’re hired.,8F06   LISA'S PONY
HOMER,Woo-hoo!,8F06   LISA'S PONY
RALPH,"Yes, but what man can tame her?",8F06   LISA'S PONY
APU,I won’t lie to you. On this job you will be shot at. He opens his shirt to reveal several bullet wounds.,8F06   LISA'S PONY
APU,Each of these bullet wounds is a badge of honor.,8F06   LISA'S PONY
HOMER,...Badge of honor.,8F06   LISA'S PONY
APU,Here’s a pointer: try to take it in the shoulder. Apu walks over to the Heat Lamp Dog warmer.,8F06   LISA'S PONY
APU,"Now, these hot dogs have been here for three years. They are strictly ornamental.  There’s only one bozo who comes in and buys them.",8F06   LISA'S PONY
HOMER,But I eat...  Oh.,8F06   LISA'S PONY
HOMER,"Heh heh, the perfect crime.",8F06   LISA'S PONY
MARGE,"Homer, where have you been? I was so worried.",8F06   LISA'S PONY
HOMER,"Marge, could we go in the other room? I did something last night I’m not proud of and I don’t want the kids to hear it.",8F06   LISA'S PONY
BART,Busted!,8F06   LISA'S PONY
HOMER,"I/’11 work form midnight to eight, come home, sleep for five minutes, eat breakfast, sleep six more minutes, shower, then I have ten minues to spend as I please. Then I’m off to the power plant, fresh as a daisy.",8F06   LISA'S PONY
MARGE,"Homie, how long do you plan to do",8F06   LISA'S PONY
HOMER,"Oh, I don’t know. How long do horses live?",8F06   LISA'S PONY
MARGE,Thirty years.,8F06   LISA'S PONY
LISA,"Oh my God, she killed hin.",8F06   LISA'S PONY
HOMER,"Mmm... salty. Homer looks around, then washes it down by drinking Blue Squishee mix right from the nozzle. Apu enters, startling him.",8F06   LISA'S PONY
APU,"Homer, are you stealing Squishees? Homer replies, revealing his tongue is blue.",8F06   LISA'S PONY
LISA,"This next song is also about a girl and her pony. It’s called ""Wildfire."" We HEAR the opening notes to ""WILDFIRE"" by Michael Murphy.",8F06   LISA'S PONY
BOY,"Yeah, six pack of malt liquor please.",8F06   LISA'S PONY
HOMER,Let me see some I.D.,8F06   LISA'S PONY
HOMER,"Yeah, it’s you all right. 4) Homer is asleep at the nuclear plant console. His hand is frozen a few inches from his open mouth, holding a donut. Smithers walks by.",8F06   LISA'S PONY
APU,"I’m sorry, baby. While I am here pleasuring you, my store is going down the tubes.",8F06   LISA'S PONY
MAYOR QUIMBY,"To make good on my campaign promise to soak the rich, I’m proud to announce my new tax on pony owners.",8F06   LISA'S PONY
HOMER,7) CLOSE ON QUIK-E-MART CLOCK which reads 2 A.M. PAN DOWN,8F06   LISA'S PONY
APU,Homer! You are asleep at your post! Now go change the expiration dates on the dairy,8F06   LISA'S PONY
HOMER,Yes sir.,8F06   LISA'S PONY
APU,"Sorry baby, date’s over. Shaking his head, Apu gets behind the counter.",8F06   LISA'S PONY
HOST,I just heard Milli Vanilli was arrested for impersonating a McNugget...,8F06   LISA'S PONY
BART,"Well, it’s still fun to be up late. A zombie-like Homer walks to the front door.",8F06   LISA'S PONY
BART,"Hey, Homer, where you going?",8F06   LISA'S PONY
HOMER,Going to...  bar. Homer exits. They exchange another puzzled look. The family heads for the garage.,8F06   LISA'S PONY
CONTINUOUS,They come out to see Homer asleep on the horn.,8F06   LISA'S PONY
MARGE,Homer. Homer! Homer lifts his head from the wheel.,8F06   LISA'S PONY
HOMER,Homer sleep now. He BANGS his fist real hard on the dashboard releasing the,8F06   LISA'S PONY
LISA,What’s wrong with Dad?,8F06   LISA'S PONY
MARGE,"He’s just exhausted. Lisa, do you know how much it costs to keep a pony?",8F06   LISA'S PONY
LISA,No.,8F06   LISA'S PONY
MARGE,"Well, it’s a lot. More than we can afford. In fact, your father had to take a second job.",8F06   LISA'S PONY
LISA,He did?,8F06   LISA'S PONY
BART,The poor guy. Where’s he working?,8F06   LISA'S PONY
MARGE,The Quik-E-Mart.,8F06   LISA'S PONY
MARGE,"Lisa, I hope you realize that your",8F06   LISA'S PONY
LISA,"Wait! I see where this is going. You’re going to make me give up Princess. Well, you can’t make me. I love her, and I won’t let...",8F06   LISA'S PONY
MARGE,"Lisa, you’re right. We can’t make you give up that pony.",8F06   LISA'S PONY
BART,I can make her. Just give me five minutes alone with her.,8F06   LISA'S PONY
MARGE,"No, Bart. No one’s going to make her. This is something Lisa has to decide for herself.",8F06   LISA'S PONY
LISA,All the years I’ve lobbied to be treated like an adult have blown up in my face.,8F06   LISA'S PONY
BART,"Hey,  pink hat, when I ordered that blueberry squishee, I meant today.",8F06   LISA'S PONY
HOMER,"Coming right up, sir.",8F06   LISA'S PONY
BART,And fill it to the top this time.,8F06   LISA'S PONY
HOMER,"Yes, sir. From outside the window Lisa SIGHS.",8F06   LISA'S PONY
LISA,"She likes a little carrot after her oats. And she really likes it when you scratch her behind the ear. And if you’re playing the radio, she likes contemporary adult in the morning and easy listening at night. Please take",8F06   LISA'S PONY
MILLICENT,"Although there is no change in patrician facade, I can assure heart is breaking. exits. Lisa hugs the pony.",8F06   LISA'S PONY
LISA,"I was the perfect age, and you the perfect horse. I/’11 never",8F06   LISA'S PONY
APU,"What--- wha, da, you call this cheese receptacle clean? Eh, t young man you replaced is rolli:",8F06   LISA'S PONY
LISA,"Dad, you don’t have to do this.",8F06   LISA'S PONY
HOMER,"Yes I do. Yi Lisa, grownups have a thing cal",8F06   LISA'S PONY
LISA,"Dad, I understand the sacrifice you’ve made for me. That’s why I gave up the pony.",8F06   LISA'S PONY
HOMER,You did?,8F06   LISA'S PONY
LISA,"Hmmm hmmm, There’s a big dumb animal I love even more than that horse.",8F06   LISA'S PONY
HOMER,Oh no! I am not getting you a hippopotamus!,8F06   LISA'S PONY
LISA,"I mean you, you dummy.",8F06   LISA'S PONY
HOMER,Ahhh. They hug.,8F06   LISA'S PONY
HOMER,Apu. You can take this job and shove it!,8F06   LISA'S PONY
APU,What d’you mean?,8F06   LISA'S PONY
HOMER,"I mean... I quit! From now on, when I fall asleep on the job, it’1l be because I want to.",8F06   LISA'S PONY
LISA,"Giddyup, Dad.",8F06   LISA'S PONY
SMITHERS,"It’s a breakthrough product, sir: scientifically formulated to rinse clean with no oily deposits.",8F09   BURNS VERKAUFEN DER KRAFTWERK
BURNS,Hot dog!,8F09   BURNS VERKAUFEN DER KRAFTWERK
BURNS,sits in his lavish private washroom. SMITHERS is shampooing his hair. Burns is reclining with his head ina washbasin as in a beauty salon. Smithers finishes massaging the suds in and starts to rinse them out.,8F09   BURNS VERKAUFEN DER KRAFTWERK
SMITHERS,And it’s mild enough to use every day.,8F09   BURNS VERKAUFEN DER KRAFTWERK
BURNS,Isn’t life grand?,8F09   BURNS VERKAUFEN DER KRAFTWERK
SMITHERS,"What’s wrong sir, did I get some in your eyes? The shampoo specifically said ""No More Tears"".",8F09   BURNS VERKAUFEN DER KRAFTWERK
BURNS,"A lovely promise, but one beyond the powers of a mere shampoo.",8F09   BURNS VERKAUFEN DER KRAFTWERK
SMITHERS,"Sir, I feel there is something you’re not telling me? Perhaps, you'd feel more comfortable talking to Snappy the Alligator.",8F09   BURNS VERKAUFEN DER KRAFTWERK
BURNS,Maybe.,8F09   BURNS VERKAUFEN DER KRAFTWERK
SMITHERS,"Hello, Mr. Burns.",8F09   BURNS VERKAUFEN DER KRAFTWERK
BURNS,"Snappy, do you know what weltschmerz means? Yes, it’s a German expression meaning",8F09   BURNS VERKAUFEN DER KRAFTWERK
BURNS,"Uh huh. You know, it’s hard to imagine, but I was once a barefoot boy with cheek of tan. I dreamed of cattle drives, grand slam homeruns and wiping out nations with the stroke of a pen. The puppet nods. Well there’s still time for all those things, sir.",8F09   BURNS VERKAUFEN DER KRAFTWERK
BURNS,"Is there? Controlled nuclear fission is a demanding mistress, Snappy. So you feel resentful towards the plant.",8F09   BURNS VERKAUFEN DER KRAFTWERK
BURNS,"Yes, yes, exactly!  You know, maybe it’s time I sold the old girl. The puppet and Smithers’ jaws drop.",8F09   BURNS VERKAUFEN DER KRAFTWERK
HOMER,is at the candy machine. He puts in a dollar bill and the machine rejects it.,8F09   BURNS VERKAUFEN DER KRAFTWERK
BURNS,Maybe a nap will boost my spirits.,8F09   BURNS VERKAUFEN DER KRAFTWERK
SMITHERS,"I’1l get that whale song cassette that you like, sir. Smithers walks up to Homer.",8F09   BURNS VERKAUFEN DER KRAFTWERK
